# positive trace: 1
3.062321795488057857e-02,6.248371996718302818e-02,9.285631469632056600e-02,1.714748211490523255e-01,2.404102704426561155e-01,3.013342296070874449e-01,3.559182656723013372e-01,4.058339456682532043e-01,4.527528366248982916e-01,4.983465055721920112e-01,5.442865195400894418e-01,5.922444455585460510e-01,6.438918506575169731e-01,7.009003018669576202e-01,7.649413662168234040e-01,7.812128968153667641e-01,7.979880946836560573e-01,8.152887347636645909e-01,8.331365919973665601e-01,8.515534413267356051e-01,8.705610576937451439e-01
4.859038139364503794e-01,4.692716614864392843e-01,4.561510255397878688e-01,4.365365041940099111e-01,4.398045913045773858e-01,4.620326730964625650e-01,4.992981357946376653e-01,5.476783656240747922e-01,6.032507488097462733e-01,6.620926715766241033e-01,7.202815201496806097e-01,7.738946807538877870e-01,8.190095396142178519e-01,8.517034829556432429e-01,8.680538970031359547e-01,8.691011121862661781e-01,8.689752277975750783e-01,8.676251452655984187e-01,8.649997660188725179e-01,8.610479914859338058e-01,8.557187230953182677e-01
# positive trace: 2
6.135218556965461173e-02,1.079975642696125449e-01,1.513015558567890606e-01,2.571797624684007411e-01,3.409090047395980094e-01,4.059446796616390518e-01,4.557421842257816103e-01,4.937569154232839819e-01,5.234442702454040752e-01,5.482596456834001319e-01,5.716584387285300606e-01,5.970960463720518252e-01,6.280278656052236119e-01,6.679092934193033848e-01,7.201957268055493300e-01,7.346753852977894184e-01,7.500781406564436260e-01,7.664490051769403678e-01,7.838329911547081696e-01,8.022751108851757795e-01,8.218203766637713903e-01
5.048274266953313161e-01,4.549934624611193246e-01,4.132555325372719301e-01,3.354744266182657086e-01,3.104127128116199730e-01,3.289984725254797571e-01,3.821597871679902059e-01,4.608247381472961868e-01,5.559214068715427892e-01,6.583778747488751026e-01,7.591222231874379389e-01,8.490825335953762210e-01,9.191868873808353158e-01,9.603633659519601462e-01,9.635400507168957462e-01,9.577826996319738218e-01,9.493011253510117431e-01,9.379771510391059497e-01,9.236925998613535471e-01,9.063292949828515299e-01,8.857690595686970036e-01
# positive trace: 3
4.701268224745551449e-02,8.261733049108689608e-02,1.163890765484100892e-01,2.028561462562543660e-01,2.771912075929645058e-01,3.413027863051564248e-01,3.970994081394456643e-01,4.464895988424484319e-01,4.913818841607803245e-01,5.336847898410574942e-01,5.753068416298955379e-01,6.181565652739103855e-01,6.641424865197178562e-01,7.151731311139338798e-01,7.731570248031742754e-01,7.880174637724005615e-01,8.033933817574439029e-01,8.193096404818508427e-01,8.357911016691677020e-01,8.528626270429410239e-01,8.705490783267167965e-01
4.776377929217124341e-01,4.948253007570997397e-01,5.089291497162262701e-01,5.333458170669769238e-01,5.372343757498874162e-01,5.237189967243178756e-01,4.959238509496283753e-01,4.569731093851792103e-01,4.099909429903305091e-01,3.581015227244424559e-01,3.044290195468752902e-01,2.520976044169891406e-01,2.042314482941441078e-01,1.639547221377004038e-01,1.343915969070181848e-01,1.293308595255210358e-01,1.250769246871039631e-01,1.216704899169855220e-01,1.191522527403842679e-01,1.175629106825189230e-01,1.169431612686080563e-01
# positive trace: 4
2.173803360514786620e-02,6.331879142206289779e-02,1.022653761538830780e-01,1.993884272581429584e-01,2.791614946159293731e-01,3.443907404424951246e-01,3.978823269530930018e-01,4.424424163629758211e-01,4.808771708873961770e-01,5.159927527416071635e-01,5.505953241408613197e-01,5.874910473004113509e-01,6.294860844355103513e-01,6.793865977614110818e-01,7.399987494933660814e-01,7.561210038232210051e-01,7.730282034310673733e-01,7.907569032490801009e-01,8.093436582094345466e-01,8.288250232443056253e-01,8.492375532858682519e-01
5.295181727772582114e-01,4.990701758929527165e-01,4.741011871343074335e-01,4.307466411179186050e-01,4.230646354656418806e-01,4.449117254691056789e-01,4.901444664199381407e-01,5.526194136097675180e-01,6.261931223302219518e-01,7.047221478729298605e-01,7.820630455295192185e-01,8.520723705916182222e-01,9.086066783508552902e-01,9.455225240988587299e-01,9.566764631272565156e-01,9.548917367959264269e-01,9.512605956366408932e-01,9.457030110596713612e-01,9.381389544752892773e-01,9.284883972937664209e-01,9.166713109253743497e-01
# positive trace: 5
8.185120565360065603e-02,1.126076303929091083e-01,1.418043332913457300e-01,2.167518312487537457e-01,2.816180073907832426e-01,3.382061762744285605e-01,3.883196524566840391e-01,4.337617504945440738e-01,4.763357849450030601e-01,5.178450703650553377e-01,5.600929213116954131e-01,6.048826523419174039e-01,6.540175780127158722e-01,7.093010128810851578e-01,7.725362715040198225e-01,7.887660546249627425e-01,8.055594057801804819e-01,8.229398161424079650e-01,8.409307768843805597e-01,8.595557791788333013e-01,8.788383141985011138e-01
4.950647871022723079e-01,5.249646380939081425e-01,5.491372571155589410e-01,5.891249379076268777e-01,5.922827692171734881e-01,5.653716481278152628e-01,5.151524717231681372e-01,4.483861370868482132e-01,3.718335413024717595e-01,2.922555814536548779e-01,2.164131546240139758e-01,1.510671578971650164e-01,1.029784883567241849e-01,7.890804308630761099e-02,8.561671916953159100e-02,9.240041944374083327e-02,1.013505317733714300e-01,1.125551280927509640e-01,1.261022803362071287e-01,1.420800604380674792e-01,1.605765403326594176e-01
# positive trace: 6
1.118294678362617527e-02,5.466080062419379632e-02,9.521131295997505017e-02,1.954312430164259762e-01,2.764558863115266774e-01,3.414670222113026510e-01,3.936464300817794637e-01,4.361758892889824879e-01,4.722371791989373735e-01,5.050120791776696594e-01,5.376823685912048845e-01,5.734298268055683101e-01,6.154362331867857527e-01,6.668833671008826958e-01,7.309530079138847336e-01,7.482071665396478055e-01,7.663777509222776674e-01,7.855062090323473578e-01,8.056339888404302485e-01,8.268025383170993781e-01,8.490533054329274520e-01
4.960572067317322031e-01,4.576136957702538477e-01,4.249988629612139746e-01,3.619435873286093730e-01,3.375915961597401038e-01,3.459647666633936525e-01,3.810849760483579485e-01,4.369741015234205328e-01,5.076540202973690574e-01,5.871466095789912298e-01,6.694737465770747020e-01,7.486573085004071260e-01,8.187191725577760426e-01,8.736812159579695480e-01,9.075653159097750722e-01,9.118274788646321127e-01,9.145138531209734412e-01,9.155465636821290554e-01,9.148477355514295084e-01,9.123394937322054643e-01,9.079439632277871430e-01
# positive trace: 7
4.361351914584699063e-02,7.845788128187317079e-02,1.114763066211250098e-01,1.959127720431701747e-01,2.685052079354114385e-01,3.313336643103035883e-01,3.864781911803009118e-01,4.360188385578580572e-01,4.820356564554296730e-01,5.266086948854703520e-01,5.718180038604344650e-01,6.197436333927768271e-01,6.724656334949516978e-01,7.320640541794140033e-01,8.006189454586180032e-01,8.182763769526198994e-01,8.365719230010599805e-01,8.555326797164553021e-01,8.751857432113231416e-01,8.955582095981808877e-01,9.166771749895455956e-01
5.259050635489976866e-01,5.035529716648449172e-01,4.852929153050845601e-01,4.541115326274633990e-01,4.499183286018973438e-01,4.683806882570316632e-01,5.051659966215109598e-01,5.559416387239801693e-01,6.163749995930843939e-01,6.821334642574686802e-01,7.488844177457776308e-01,8.122952450866562923e-01,8.680333313087494895e-01,9.117660614407026021e-01,9.391608205111600105e-01,9.427631162536349585e-01,9.451645801705246264e-01,9.463087727425598672e-01,9.461392544504720892e-01,9.445995857749932556e-01,9.416333271968541085e-01
# positive trace: 8
7.334281666444779357e-02,1.150189660020837917e-01,1.539101275568849625e-01,2.501583240692051291e-01,3.282017232124253003e-01,3.911095387391767542e-01,4.419509844020902412e-01,4.837952739537972335e-01,5.197116211469285929e-01,5.527692397341155139e-01,5.860373434679891913e-01,6.225851461011806531e-01,6.654818613863209276e-01,7.177967030760412648e-01,7.825988849229728039e-01,7.999935734643326413e-01,8.182895061220462063e-01,8.375266645122680931e-01,8.577450302511532287e-01,8.789845849548565404e-01,9.012853102395322891e-01
5.133260694305562533e-01,4.832070961775504769e-01,4.588661327237461007e-01,4.186770602639671712e-01,4.157248809290008951e-01,4.432482619276746361e-01,4.944858704688155360e-01,5.626763737612509031e-01,6.410584390138079902e-01,7.228707334353142722e-01,8.013519242345967797e-01,8.697406786204826545e-01,9.212756638017995936e-01,9.491955469873747386e-01,9.467389953860352314e-01,9.410142697328884864e-01,9.331453962922648948e-01,9.230442974540207235e-01,9.106228956080122394e-01,8.957931131440962647e-01,8.784668724521292882e-01
# positive trace: 9
1.921008565564577553e-02,5.008538785711433294e-02,7.954471955507150249e-02,1.559336843216284352e-01,2.231023527834364306e-01,2.826374903333035427e-01,3.361258623640377974e-01,3.851542342684470821e-01,4.313093714393396172e-01,4.761780392695234565e-01,5.213470031518064873e-01,5.684030284789967080e-01,6.189328806439022834e-01,6.745233250393313229e-01,7.367611270580917138e-01,7.525431892737887152e-01,7.688017901513073404e-01,7.855575999501915874e-01,8.028312889299854538e-01,8.206435273502330485e-01,8.390149854704782584e-01
4.798625842416852083e-01,5.054163119676173821e-01,5.267688951972514522e-01,5.661695663540992074e-01,5.778807920550387278e-01,5.663642658885907899e-01,5.360816814432760591e-01,4.914947323076155894e-01,4.370651120701301018e-01,3.772545143193403727e-01,3.165246326437674562e-01,2.593371606319320177e-01,2.101537918723548060e-01,1.734362199535566251e-01,1.536461384640585015e-01,1.519328298855429638e-01,1.514618185678686113e-01,1.522912254940733123e-01,1.544791716471950460e-01,1.580837780102717083e-01,1.631631655663411951e-01
# positive trace: 10
